InstallmentRate,CreditHistory,Collateral,CheckingAccount,CreditAmount,EmploymentSince,Purpose,Capacity,Terms,Property,OtherDebtors,ForeignWorker,CreditRisk,Housing,ExistingCredits,Duration,ResidenceSince,Job,PersonalStatusSex,Capital,OtherInstallmentPlans,Age,SavingsAccount,LiablePeople,Character,Income
2,Existing_credits_paid_duly_till_now,none,No_Checking,Low,_1to4_years,furniture_equipment,high,medium,car_or_other,co_applicant,yes,Bad,rent,1,Medium,4,skilled_employee_official,female_divorced_separated_married,low,none,Young,_100to500_DM,1,good,low
4,Existing_credits_paid_duly_till_now,none,_0to200,Low,_1to4_years,car_new,medium,long,real_estate,none,yes,Good,own,1,Short,2,unskilled__resident,male_divorced_separated,medium,none,Middle,lt100_DM,1,good,high
2,Critical_account__other_credits_elsewhere,none,No_Checking,Low,_4to7_years,business,medium,short,building_society_savings__life_insurance,none,yes,Good,own,2,Short,3,skilled_employee_official,male_single,low,none,Young,lt100_DM,1,bad,high
3,Critical_account__other_credits_elsewhere,good,_0to200,Low,_1to4_years,car_new,medium,short,building_society_savings__life_insurance,none,yes,Bad,own,2,Short,2,skilled_employee_official,male_single,medium,bank,Young,lt100_DM,1,good,high
4,Existing_credits_paid_duly_till_now,none,_0to200,Low,_1to4_years,business,low,long,real_estate,none,yes,Bad,own,1,Medium,2,skilled_employee_official,male_divorced_separated,low,bank,Middle,unknown__no_savings,1,bad,high
4,Existing_credits_paid_duly_till_now,good,lt0,Low,lt1_year,furniture_equipment,medium,medium,car_or_other,none,yes,Good,rent,1,Short,1,skilled_employee_official,female_divorced_separated_married,low,none,Young,lt100_DM,1,good,high
4,Existing_credits_paid_duly_till_now,some,lt0,Low,_1to4_years,radio_television,low,medium,unknown__no_property,none,yes,Bad,for_free,2,Short,4,skilled_employee_official,male_single,low,none,Old,lt100_DM,1,good,medium
4,Existing_credits_paid_duly_till_now,some,_0to200,Low,ge7_years,radio_television,medium,long,car_or_other,none,yes,Good,own,1,Short,2,skilled_employee_official,male_single,low,none,Young,unknown__no_savings,1,good,low
2,Existing_credits_paid_duly_till_now,some,ge200,Low,_1to4_years,furniture_equipment,medium,medium,real_estate,none,yes,Good,own,1,Short,2,skilled_employee_official,male_single,low,none,Middle,lt100_DM,1,good,high
2,All_credits_at_this_bank_paid_duly,none,No_Checking,Low,_4to7_years,car_new,medium,short,unknown__no_property,none,yes,Bad,own,1,Short,3,skilled_employee_official,male_single,medium,none,Young,_100to500_DM,1,bad,high
4,Critical_account__other_credits_elsewhere,some,_0to200,Low,_1to4_years,furniture_equipment,high,medium,real_estate,none,yes,Good,own,2,Medium,4,skilled_employee_official,male_single,low,none,Young,_500to1000_DM,1,good,medium
1,Existing_credits_paid_duly_till_now,none,_0to200,Low,ge7_years,education,medium,short,real_estate,none,yes,Good,own,1,Short,4,unskilled__resident,male_single,medium,none,Old,unknown__no_savings,1,bad,medium
2,Existing_credits_paid_duly_till_now,none,lt0,Low,_1to4_years,radio_television,low,medium,car_or_other,none,yes,Good,own,1,Short,4,skilled_employee_official,female_divorced_separated_married,low,none,Young,lt100_DM,1,bad,high
4,All_credits_at_this_bank_paid_duly,some,lt0,Low,_1to4_years,furniture_equipment,high,long,car_or_other,none,yes,Bad,own,1,Short,3,skilled_employee_official,male_single,low,bank,Middle,lt100_DM,1,good,high
4,Existing_credits_paid_duly_till_now,none,No_Checking,Low,lt1_year,radio_television,medium,long,building_society_savings__life_insurance,none,yes,Good,own,1,Short,1,skilled_employee_official,male_single,medium,none,Young,unknown__no_savings,1,good,high
2,Existing_credits_paid_duly_till_now,none,_0to200,Low,lt1_year,furniture_equipment,low,long,car_or_other,co_applicant,yes,Bad,rent,2,Short,2,skilled_employee_official,female_divorced_separated_married,low,none,Young,lt100_DM,1,good,high
3,Existing_credits_paid_duly_till_now,none,No_Checking,Low,lt1_year,car_new,medium,short,car_or_other,none,yes,Bad,own,1,Short,4,unskilled__resident,female_divorced_separated_married,low,none,Young,lt100_DM,1,bad,high
4,Existing_credits_paid_duly_till_now,some,_0to200,Low,ge7_years,education,medium,medium,building_society_savings__life_insurance,none,yes,Good,own,3,Short,4,skilled_employee_official,male_single,medium,bank,Middle,lt100_DM,2,good,high
4,Existing_credits_paid_duly_till_now,none,_0to200,Low,_4to7_years,radio_television,high,short,car_or_other,none,yes,Good,own,1,Short,1,skilled_employee_official,female_divorced_separated_married,low,none,Young,_500to1000_DM,1,good,medium
2,Delay_in_paying_off_in_the_past,good,_0to200,High,_4to7_years,radio_television,high,long,car_or_other,none,yes,Good,own,2,Long,4,skilled_employee_official,male_single,low,none,Young,lt100_DM,1,bad,low
4,Existing_credits_paid_duly_till_now,none,_0to200,Low,lt1_year,radio_television,high,long,car_or_other,none,yes,Good,own,1,Short,3,skilled_employee_official,female_divorced_separated_married,low,none,Young,lt100_DM,2,good,high
3,Delay_in_paying_off_in_the_past,some,lt0,Low,_4to7_years,radio_television,medium,long,building_society_savings__life_insurance,none,yes,Bad,own,2,Medium,2,skilled_employee_official,male_single,low,bank,Young,lt100_DM,2,good,low
4,Existing_credits_paid_duly_till_now,none,lt0,Low,unemployed,education,low,long,real_estate,none,yes,Bad,own,1,Short,1,unemployed_unskilled__non_resident,female_divorced_separated_married,low,none,Young,lt100_DM,1,good,medium
4,Existing_credits_paid_duly_till_now,none,No_Checking,Low,ge7_years,repairs,medium,medium,car_or_other,none,yes,Good,own,2,Short,4,unskilled__resident,male_single,low,none,Middle,lt100_DM,1,good,high
3,Existing_credits_paid_duly_till_now,none,_0to200,Low,_1to4_years,education,medium,long,building_society_savings__life_insurance,none,yes,Bad,own,1,Short,2,management_self_employed_highly_qualified_officer,male_single,low,none,Middle,_100to500_DM,1,good,medium
4,Critical_account__other_credits_elsewhere,none,_0to200,Low,_4to7_years,radio_television,medium,short,car_or_other,guarantor,yes,Good,own,2,Short,2,skilled_employee_official,male_married_widowed,low,none,Young,lt100_DM,1,good,high
4,Critical_account__other_credits_elsewhere,none,lt0,Low,_4to7_years,radio_television,low,long,building_society_savings__life_insurance,none,yes,Good,own,2,Short,1,management_self_employed_highly_qualified_officer,male_married_widowed,low,none,Young,lt100_DM,1,good,high
4,Delay_in_paying_off_in_the_past,none,_0to200,Medium,lt1_year,business,low,medium,car_or_other,none,yes,Bad,rent,2,Medium,4,skilled_employee_official,male_single,high,none,Young,unknown__no_savings,1,good,high
2,No_credits_taken__all_paid_duly,none,lt0,Low,_1to4_years,furniture_equipment,medium,short,real_estate,guarantor,yes,Good,own,2,Medium,2,skilled_employee_official,male_divorced_separated,low,none,Young,lt100_DM,1,good,high
2,Existing_credits_paid_duly_till_now,none,_0to200,Low,_1to4_years,car_new,low,medium,building_society_savings__life_insurance,none,yes,Bad,own,1,Short,2,skilled_employee_official,female_divorced_separated_married,low,none,Young,_500to1000_DM,1,good,medium
4,Existing_credits_paid_duly_till_now,some,ge200,Low,_4to7_years,car_new,low,long,unknown__no_property,none,yes,Bad,for_free,1,Short,3,skilled_employee_official,male_single,low,bank,Middle,lt100_DM,2,good,high
4,Existing_credits_paid_duly_till_now,none,lt0,Low,_1to4_years,education,low,long,car_or_other,none,yes,Bad,rent,1,Short,4,unskilled__resident,male_single,medium,none,Middle,lt100_DM,2,bad,high
4,Existing_credits_paid_duly_till_now,none,lt0,Medium,_4to7_years,education,medium,short,unknown__no_property,none,yes,Good,for_free,1,Medium,1,management_self_employed_highly_qualified_officer,male_single,low,none,Middle,lt100_DM,1,good,high
4,Existing_credits_paid_duly_till_now,none,No_Checking,Low,_1to4_years,furniture_equipment,medium,medium,building_society_savings__life_insurance,none,yes,Bad,own,1,Short,2,unskilled__resident,male_single,low,none,Young,lt100_DM,1,bad,high
4,Existing_credits_paid_duly_till_now,none,lt0,Low,ge7_years,car_new,low,medium,real_estate,co_applicant,yes,Bad,own,1,Short,1,skilled_employee_official,male_single,low,none,Middle,lt100_DM,1,good,high
2,Delay_in_paying_off_in_the_past,good,No_Checking,Medium,ge7_years,car_new,high,long,car_or_other,none,yes,Bad,own,4,Medium,4,management_self_employed_highly_qualified_officer,male_single,low,none,Middle,_100to500_DM,1,good,high
4,Critical_account__other_credits_elsewhere,some,_0to200,Low,_4to7_years,car_used,low,long,car_or_other,none,yes,Good,own,2,Short,3,skilled_employee_official,male_single,low,none,Young,lt100_DM,1,good,high
1,Existing_credits_paid_duly_till_now,none,lt0,Low,unemployed,car_new,low,medium,unknown__no_property,none,yes,Good,for_free,1,Short,4,skilled_employee_official,male_single,high,none,Young,lt100_DM,1,good,high
4,Existing_credits_paid_duly_till_now,none,No_Checking,Low,ge7_years,car_new,low,short,car_or_other,none,yes,Bad,own,1,Short,4,unskilled__resident,male_single,medium,bank,Middle,lt100_DM,2,good,high
4,Existing_credits_paid_duly_till_now,none,_0to200,Medium,_4to7_years,radio_television,high,long,car_or_other,none,yes,Good,own,1,Medium,3,skilled_employee_official,male_single,low,stores,Young,unknown__no_savings,1,good,medium
2,No_credits_taken__all_paid_duly,some,No_Checking,Low,_1to4_years,business,low,long,car_or_other,none,yes,Good,own,2,Medium,1,skilled_employee_official,female_divorced_separated_married,low,none,Young,lt100_DM,1,good,high
2,Critical_account__other_credits_elsewhere,none,No_Checking,Medium,ge7_years,furniture_equipment,medium,short,unknown__no_property,none,yes,Good,own,1,Short,1,skilled_employee_official,male_single,low,none,Middle,lt100_DM,1,good,low
3,Existing_credits_paid_duly_till_now,none,ge200,Low,_1to4_years,radio_television,low,medium,real_estate,none,yes,Good,rent,1,Short,4,skilled_employee_official,male_married_widowed,medium,none,Young,lt100_DM,1,good,high
4,Existing_credits_paid_duly_till_now,none,lt0,Low,_1to4_years,car_new,high,medium,car_or_other,none,yes,Bad,own,1,Short,2,skilled_employee_official,male_married_widowed,medium,none,Young,unknown__no_savings,1,good,high
4,Existing_credits_paid_duly_till_now,none,_0to200,Low,ge7_years,furniture_equipment,high,short,real_estate,none,yes,Good,own,2,Short,2,skilled_employee_official,male_single,low,none,Middle,lt100_DM,1,good,high
4,Delay_in_paying_off_in_the_past,some,No_Checking,Low,unemployed,furniture_equipment,low,short,building_society_savings__life_insurance,none,yes,Good,own,2,Short,1,management_self_employed_highly_qualified_officer,male_single,low,stores,Young,lt100_DM,1,good,medium
2,Critical_account__other_credits_elsewhere,some,ge200,Low,_1to4_years,education,medium,long,building_society_savings__life_insurance,none,yes,Good,own,1,Short,4,unskilled__resident,female_divorced_separated_married,low,none,Middle,lt100_DM,1,good,medium
4,Critical_account__other_credits_elsewhere,good,_0to200,Medium,unemployed,others,low,short,unknown__no_property,co_applicant,yes,Good,own,2,Short,2,management_self_employed_highly_qualified_officer,male_single,high,bank,Young,lt100_DM,1,bad,high
4,All_credits_at_this_bank_paid_duly,none,No_Checking,Low,_1to4_years,furniture_equipment,medium,long,car_or_other,none,yes,Good,own,1,Medium,2,skilled_employee_official,male_single,low,stores,Young,ge1000_DM,2,bad,high
1,All_credits_at_this_bank_paid_duly,none,_0to200,Low,_1to4_years,business,low,long,real_estate,none,yes,Good,own,1,Medium,1,skilled_employee_official,female_divorced_separated_married,low,stores,Young,lt100_DM,1,good,medium
3,Critical_account__other_credits_elsewhere,none,lt0,Low,ge7_years,car_new,low,medium,building_society_savings__life_insurance,co_applicant,yes,Bad,rent,2,Short,4,skilled_employee_official,male_single,low,none,Middle,lt100_DM,1,good,medium
4,Critical_account__other_credits_elsewhere,none,ge200,Low,ge7_years,radio_television,high,short,building_society_savings__life_insurance,none,yes,Good,own,1,Medium,4,skilled_employee_official,male_single,low,none,Middle,lt100_DM,1,good,high
3,Critical_account__other_credits_elsewhere,none,_0to200,Low,_1to4_years,business,medium,long,building_society_savings__life_insurance,none,yes,Good,own,2,Short,3,unskilled__resident,male_single,low,none,Young,_100to500_DM,1,bad,high
2,Existing_credits_paid_duly_till_now,some,_0to200,Low,_4to7_years,business,low,long,car_or_other,none,yes,Good,own,2,Medium,2,skilled_employee_official,male_single,high,none,Young,_100to500_DM,1,good,high
2,Existing_credits_paid_duly_till_now,none,_0to200,Medium,ge7_years,car_new,medium,short,building_society_savings__life_insurance,none,yes,Good,own,1,Long,4,management_self_employed_highly_qualified_officer,male_single,low,none,Middle,lt100_DM,1,bad,high
1,Critical_account__other_credits_elsewhere,none,_0to200,Low,_1to4_years,car_new,high,short,car_or_other,none,yes,Good,own,1,Short,2,skilled_employee_official,male_married_widowed,high,none,Young,_500to1000_DM,1,good,high
4,Delay_in_paying_off_in_the_past,none,_0to200,Low,lt1_year,business,low,short,real_estate,none,yes,Bad,own,1,Short,2,unskilled__resident,male_single,low,bank,Middle,_500to1000_DM,2,good,high
4,Critical_account__other_credits_elsewhere,none,_0to200,Low,_4to7_years,radio_television,medium,long,car_or_other,none,yes,Good,rent,1,Medium,4,management_self_employed_highly_qualified_officer,female_divorced_separated_married,low,none,Young,lt100_DM,1,good,medium
4,Critical_account__other_credits_elsewhere,none,_0to200,Low,ge7_years,furniture_equipment,high,long,car_or_other,none,yes,Good,own,1,Short,4,skilled_employee_official,male_single,low,none,Young,lt100_DM,1,bad,high
2,Existing_credits_paid_duly_till_now,good,No_Checking,Low,_1to4_years,radio_television,low,medium,car_or_other,none,yes,Bad,own,1,Long,2,skilled_employee_official,male_married_widowed,low,none,Young,_100to500_DM,1,good,high
4,Existing_credits_paid_duly_till_now,none,lt0,Low,ge7_years,radio_television,low,short,real_estate,none,yes,Good,rent,1,Short,4,unskilled__resident,male_single,low,bank,Old,lt100_DM,1,good,high
3,Existing_credits_paid_duly_till_now,none,_0to200,Low,lt1_year,radio_television,high,long,real_estate,none,yes,Good,own,1,Short,1,skilled_employee_official,female_divorced_separated_married,low,none,Young,lt100_DM,1,good,medium
1,Existing_credits_paid_duly_till_now,none,_0to200,Low,lt1_year,education,high,medium,unknown__no_property,none,yes,Good,own,1,Short,2,skilled_employee_official,female_divorced_separated_married,low,none,Middle,lt100_DM,1,good,high
4,Existing_credits_paid_duly_till_now,none,_0to200,Low,_1to4_years,radio_television,medium,long,unknown__no_property,none,yes,Good,for_free,1,Short,4,skilled_employee_official,male_single,low,none,Young,unknown__no_savings,1,good,high
4,Delay_in_paying_off_in_the_past,none,_0to200,Low,_1to4_years,radio_television,low,long,real_estate,none,yes,Good,own,2,Short,3,skilled_employee_official,male_married_widowed,low,bank,Young,lt100_DM,1,good,high
3,Critical_account__other_credits_elsewhere,some,_0to200,Low,lt1_year,radio_television,low,long,unknown__no_property,none,yes,Good,for_free,3,Short,3,skilled_employee_official,male_married_widowed,low,none,Middle,lt100_DM,1,good,medium
1,Delay_in_paying_off_in_the_past,none,No_Checking,Medium,_4to7_years,business,high,medium,building_society_savings__life_insurance,none,yes,Good,own,2,Medium,3,unskilled__resident,male_single,medium,none,Young,_100to500_DM,2,good,high
4,Existing_credits_paid_duly_till_now,none,_0to200,Medium,_1to4_years,car_new,medium,medium,unknown__no_property,none,yes,Good,for_free,1,Long,4,skilled_employee_official,male_single,low,none,Young,unknown__no_savings,2,good,high
4,Critical_account__other_credits_elsewhere,good,ge200,Low,_4to7_years,radio_television,low,long,building_society_savings__life_insurance,none,yes,Good,own,2,Short,2,skilled_employee_official,male_single,low,none,Young,unknown__no_savings,1,good,medium
4,Delay_in_paying_off_in_the_past,none,No_Checking,Low,ge7_years,car_new,high,short,unknown__no_property,none,yes,Good,for_free,1,Medium,3,skilled_employee_official,male_single,low,none,Young,_100to500_DM,1,bad,medium
3,Existing_credits_paid_duly_till_now,none,_0to200,Low,ge7_years,radio_television,high,long,car_or_other,co_applicant,yes,Good,own,1,Short,4,skilled_employee_official,male_single,low,none,Young,_100to500_DM,1,good,high
1,Existing_credits_paid_duly_till_now,none,lt0,Low,_1to4_years,car_new,medium,long,building_society_savings__life_insurance,none,yes,Good,own,1,Short,3,skilled_employee_official,male_single,medium,none,Young,ge1000_DM,2,bad,high
